name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
abuja,2020-01-11,35,20.1,27.1,36.8,20.1,27.3,15.8,51.5,0,0,0,,0,0,15,5.8,199.5,1013.4,28.8,2.7,239.1,20.6,8,,2020-01-11T06:48:50,2020-01-11T18:26:47,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-01-12,35,22,28.4,35.7,22,28.7,16.8,51.5,0,0,0,,0,0,14.8,6.9,99.9,1013.3,10.5,2.5,224.4,19.4,8,,2020-01-12T06:49:07,2020-01-12T18:27:17,0.56,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-13,37,22,28.8,37.4,22,29.1,17.5,54.4,0,0,0,,0,0,14.5,48.3,162.5,1010.8,7,3,252.1,21.7,9,,2020-01-13T06:49:23,2020-01-13T18:27:47,0.59,Clear,Clear conditions throughout the day.,wind,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-14,36.1,20,28,35.8,20,27.5,14.5,48.7,0,0,0,,0,0,16.1,9.2,106.4,1009.6,13.2,3.3,255.4,21.9,9,,2020-01-14T06:49:38,2020-01-14T18:28:17,0.63,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-15,36,20.7,27.9,36.3,20.7,27.6,13.4,44.3,0,0,0,,0,0,16.6,10.3,77.8,1010.8,17.3,4.9,257.3,22.2,9,,2020-01-15T06:49:52,2020-01-15T18:28:47,0.66,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-16,35,20.4,27.1,33,20.4,26.3,8,31.8,0,0,0,,0,0,20.6,10.3,34,1012.6,19.6,4.2,260.6,22.5,9,,2020-01-16T06:50:06,2020-01-16T18:29:16,0.7,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-01-17,35,18,26.1,33.1,18,25.4,8.6,36.5,0,0,0,,0,0,14.8,8.1,21,1013.6,7.8,3,261.8,22.5,9,,2020-01-17T06:50:18,2020-01-17T18:29:44,0.75,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-01-18,33,19,25.7,31.1,19,25,8.3,35.7,0,0,0,,0,0,14.5,8.1,38.6,1014.2,29.3,2,256.4,22.1,9,,2020-01-18T06:50:29,2020-01-18T18:30:13,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-01-19,33.7,18.1,24.7,32,18.1,24.2,9.1,39,0,0,0,,0,0,15.9,9.2,63.4,1013,13.8,1.8,259.8,22.5,9,,2020-01-19T06:50:40,2020-01-19T18:30:40,0.81,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-20,34.1,18.9,25.9,33,18.9,25.3,11.7,43.5,0,0,0,,0,0,17.9,8.1,87.6,1011.8,46.1,1,258.6,22.2,9,,2020-01-20T06:50:49,2020-01-20T18:31:08,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-21,36.4,20.2,27.3,35,20.2,26.8,12.1,41.6,0,0,0,,0,0,12.8,10.3,62.3,1011.7,33.4,1.3,257.6,22.2,9,,2020-01-21T06:50:58,2020-01-21T18:31:35,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-01-22,37,20,27.7,34.9,20,26.9,9.8,35.9,0,0,0,,0,0,19.5,15,65.9,1012.6,17.6,4.1,264.5,22.6,9,,2020-01-22T06:51:05,2020-01-22T18:32:01,0.91,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-23,35.6,20,27,33.2,20,26.1,6.1,28.4,0,0,0,,0,0,19.5,12.8,61,1012.3,38.8,4.1,268.3,23,9,,2020-01-23T06:51:12,2020-01-23T18:32:27,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-01-24,35.2,17.9,26.6,32.9,17.9,25.7,3,24.1,0,0,0,,0,0,23.7,15,57.1,1013.3,18.9,4.7,276,23.6,10,,2020-01-24T06:51:17,2020-01-24T18:32:52,0,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-01-25,36,21,27.2,33.4,21,26.2,0.2,17.8,0,0,0,,0,0,22.1,13.9,63.3,1013.8,32.4,5.1,275.8,23.7,10,,2020-01-25T06:51:22,2020-01-25T18:33:16,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-01-26,35,15,25.8,32.7,15,25,3.6,25.7,0,0,0,,0,0,15.4,9.2,78.5,1013.7,74.8,6.2,273.9,23.5,9,,2020-01-26T06:51:25,2020-01-26T18:33:40,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-27,36,16,25.6,33.3,16,24.7,6.3,32.5,0,0,0,,0,0,11.9,8.1,35.6,1013.1,3.5,3.7,272.1,23.4,9,,2020-01-27T06:51:27,2020-01-27T18:34:04,0.08,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-28,35,17,25.8,33.1,17,25,7.6,34.3,0,0,0,,0,0,13.4,9.2,20.2,1013.2,10.1,3,270.1,23.4,9,,2020-01-28T06:51:29,2020-01-28T18:34:27,0.12,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-29,35,18,25.9,33.1,18,25.1,8.6,37.3,0,0,0,,0,0,15.4,8.1,48.8,1012.9,13.6,3.2,270.5,23.5,9,,2020-01-29T06:51:29,2020-01-29T18:34:49,0.15,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-30,37,16,25.8,34.5,16,24.9,4.7,28.3,0,0,0,,0,0,15.4,11.4,48.6,1014.2,54.7,6.2,274.7,23.7,9,,2020-01-30T06:51:29,2020-01-30T18:35:11,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-01-31,37,16,26.7,34.6,16,25.8,5.4,27.3,0,0,0,,0,0,16.6,9.2,85.5,1014.3,18.3,5.4,277.1,23.9,10,,2020-01-31T06:51:27,2020-01-31T18:35:32,0.21,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-02-01,36,16,26.6,33.8,16,25.6,5,28,0,0,0,,0,0,16.8,48.3,26.7,1013.4,30,5.8,277,24,10,,2020-02-01T06:51:24,2020-02-01T18:35:52,0.25,Partially cloudy,Partly cloudy throughout the day.,wind,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-02,35,17,26,32.9,17,25.2,5.5,29,0,0,0,,0,0,15.2,9.2,32.5,1013.6,6.6,5.5,276.9,24,10,,2020-02-02T06:51:21,2020-02-02T18:36:12,0.25,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-02-03,35.4,18,26.3,33.2,18,25.4,6.1,29.6,0,0,0,,0,0,13.6,8.1,32.9,1014.1,28.5,6.2,274.9,23.7,9,,2020-02-03T06:51:16,2020-02-03T18:36:31,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-04,34,18,25.9,32.1,18,25.1,7.2,32.5,0,0,0,,0,0,14.8,9.2,52.4,1014.5,22.3,5.2,270,23.2,9,,2020-02-04T06:51:11,2020-02-04T18:36:49,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-05,35,18.9,27,33.1,18.9,26.1,6.1,27.8,0,0,0,,0,0,17.7,10.3,43.4,1013.2,33,5.1,261.8,22.8,9,,2020-02-05T06:51:04,2020-02-05T18:37:07,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-06,36,17.9,27.1,34.3,17.9,26.3,7.6,30.8,0,0,0,,0,0,16.1,10.3,43.5,1012.8,11.5,3.3,271.3,23.5,9,,2020-02-06T06:50:56,2020-02-06T18:37:24,0.41,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-07,37.2,19,28.3,36,19,27.5,7.9,29.4,0,0,0,,0,0,18.1,9.2,41,1012.7,23.5,6.1,270.6,23.4,9,,2020-02-07T06:50:48,2020-02-07T18:37:40,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-02-08,37.1,19,27.6,35.6,19,26.9,9.1,32.7,0,0,0,,0,0,17.9,8.1,43.5,1012.5,38,6.2,273.6,23.6,9,,2020-02-08T06:50:39,2020-02-08T18:37:56,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-09,37,21,28.1,35.3,21,27.3,8.3,30.8,0,0,0,,0,0,16.6,11.4,81.1,1013.1,29.9,5,274.7,23.6,9,,2020-02-09T06:50:28,2020-02-09T18:38:11,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-10,36,21,28.1,35.1,21,27.4,9.5,32.3,0,0,0,,0,0,16.6,11.4,82.7,1014.5,7.6,1.8,275,23.8,10,,2020-02-10T06:50:17,2020-02-10T18:38:25,0.54,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-11,36.6,22,29.1,35.1,22,28.1,6.1,23.8,0,0,0,,0,0,21.7,12.8,75.8,1013.6,14.5,0.7,279.9,24.1,10,,2020-02-11T06:50:05,2020-02-11T18:38:39,0.57,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-12,35,22,27.5,33.5,22,26.9,7.2,28,0,0,0,,0,0,18.6,10.3,86.7,1013.2,17,1.2,283.9,24.5,10,,2020-02-12T06:49:51,2020-02-12T18:38:52,0.61,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-13,36,20.4,27.9,34.5,20.4,27.1,7.8,29.1,0,0,0,,0,0,13.6,8.1,37.1,1012.6,9.6,0.8,283.3,24.5,10,,2020-02-13T06:49:37,2020-02-13T18:39:05,0.64,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-14,37,20.5,28.4,35.9,20.5,27.8,8.9,30.2,0,0,0,,0,0,14.5,11.4,30.1,1011,8.4,1.6,283.5,24.6,10,,2020-02-14T06:49:22,2020-02-14T18:39:16,0.68,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-02-15,37,20,28.6,36.2,20,27.9,9.7,32.1,0,0,0,,0,0,15.7,9.2,75.5,1010.7,20.2,5.5,282,24.4,10,,2020-02-15T06:49:07,2020-02-15T18:39:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-16,36,20,28,35.1,20,27.4,10.2,34,0,0,0,,0,0,15,8.1,97.7,1011.5,17.3,4.9,284.6,24.6,10,,2020-02-16T06:48:50,2020-02-16T18:39:38,0.75,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-17,38,19.6,28.2,37.3,19.6,27.6,10.5,35,0,0,0,,0,0,16.8,15,120.4,1011.5,36,4.9,278.8,24.3,10,,2020-02-17T06:48:33,2020-02-17T18:39:48,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-18,36,22,29.1,38.9,22,29.5,13.1,37.7,0,0,0,,0,0,18.1,10.3,131.1,1012.4,12.1,2.6,280.3,24.4,10,,2020-02-18T06:48:14,2020-02-18T18:39:57,0.82,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-19,36.9,24,29.9,37,24,29.3,11.6,33.3,0,0,0,,0,0,15.9,8.1,64.8,1011.6,19.8,2.2,264.7,22.8,9,,2020-02-19T06:47:55,2020-02-19T18:40:06,0.85,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-20,38,22,29.9,37.3,22,29.1,9.9,29.8,0,0,0,,0,0,14.8,9.2,69.6,1009.7,20.2,3.1,285.5,24.6,10,,2020-02-20T06:47:35,2020-02-20T18:40:14,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-21,38,23.7,30.9,37.7,23.7,30.4,11.3,30.4,0,0,0,,0,0,19.5,10.3,107.4,1010,17.1,2.7,281.9,24.2,10,,2020-02-21T06:47:15,2020-02-21T18:40:21,0.92,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-02-22,39,24.6,31.6,39.2,24.6,31.1,12.2,31.4,0,0,0,,0,0,20.4,10.3,76.6,1010.8,3.3,2.5,278.9,24.2,10,,2020-02-22T06:46:54,2020-02-22T18:40:28,0.96,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-23,39,25,31.3,37.1,25,30,8.1,25,0,0,0,,0,0,21.3,9.8,70.1,1011.9,13.9,3.5,288.5,24.8,10,,2020-02-23T06:46:32,2020-02-23T18:40:35,0,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-24,39.1,25,31.1,37,25,29.7,7.1,22.9,0,0,0,,0,0,20.6,13.9,87.6,1011.8,19.6,4.1,291.7,25.4,10,,2020-02-24T06:46:09,2020-02-24T18:40:41,0.03,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-25,37,23,29.9,35.1,23,29,8.3,26.5,0,0,0,,0,0,18.8,11.4,54.3,1011.3,7.4,3.7,293,25.4,10,,2020-02-25T06:45:45,2020-02-25T18:40:46,0.06,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-26,37,23,29.2,35.6,23,28.4,9,29.6,0,0,0,,0,0,16.3,8.1,64.7,1010.7,11.4,1.7,290.5,25.3,10,,2020-02-26T06:45:21,2020-02-26T18:40:51,0.09,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-02-27,37.6,23.1,30.3,36.9,23.1,29.5,11.1,32.4,0,0,0,,0,0,16.6,10.3,118.6,1011.2,18.4,0.7,290.5,25.2,10,,2020-02-27T06:44:57,2020-02-27T18:40:55,0.13,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-02-28,39,21.8,30.8,39.2,21.8,30.5,13.8,37,0,0,0,,0,0,14.3,6.9,163.1,1011.5,12.2,0.8,283,24.4,10,,2020-02-28T06:44:32,2020-02-28T18:40:59,0.16,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-02-29,39,25.6,32.3,39.8,25.6,32.1,13.9,34,0,0,0,,0,0,14.5,9.2,125.5,1010.5,18.8,2.1,271.2,23.3,9,,2020-02-29T06:44:06,2020-02-29T18:41:02,0.19,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-01,37,25,30.8,43.2,25,33.4,18.6,49,0.1,100,4.17,rain,0,0,17.2,11.4,184.4,1010.7,35.1,3,247.4,21.2,9,,2020-03-01T06:43:39,2020-03-01T18:41:05,0.23,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-02,36,27,30.1,43.2,28.3,33.7,22.3,64.2,0.8,100,8.33,rain,0,0,16.6,19.7,327.4,1012.6,47.4,5.3,235.4,20.5,9,,2020-03-02T06:43:12,2020-03-02T18:41:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-03,37,25,30.3,40.1,25,32,20.2,56.8,0,0,0,,0,0,13.6,10.3,275.1,1013.1,38.9,5.5,236.7,20.4,9,,2020-03-03T06:42:45,2020-03-03T18:41:09,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-04,38,23.7,31.1,38.1,23.7,31.6,17.8,48.5,0,0,0,,0,0,16.8,9.2,58.1,1012.8,27.5,5.1,274.3,23.6,9,,2020-03-04T06:42:17,2020-03-04T18:41:11,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-05,39,24.2,31.8,38.4,24.2,31.4,13.9,36,0,0,0,,0,0,17.2,12.8,89.5,1011.2,34.9,5.5,272.7,23.7,9,,2020-03-05T06:41:48,2020-03-05T18:41:12,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,remote,65112599999"
abuja,2020-03-06,37,22.2,30.8,40.1,22.2,32,16.4,42.5,0,0,0,,0,0,16.1,10.3,164.4,1009.9,44.9,6.2,266.3,22.8,9,,2020-03-06T06:41:19,2020-03-06T18:41:13,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-07,37,25,31.3,38,25,32,17.7,46.9,0,0,0,,0,0,16.8,9.2,150.8,1010.1,69.8,6.2,257.8,22.3,9,,2020-03-07T06:40:50,2020-03-07T18:41:13,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-08,37,26,31.2,39.3,26,32.9,19.9,53.2,0,0,0,,0,0,14.5,9.8,280.9,1011.2,44.8,6.2,259.6,22.4,9,,2020-03-08T06:40:20,2020-03-08T18:41:13,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-09,39,26,32.9,40.5,26,33.5,16.4,39.1,0,0,0,,0,0,13.4,10.3,165.1,1009.7,43.8,6.2,294.8,25.5,10,,2020-03-09T06:39:50,2020-03-09T18:41:13,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-10,37.4,25,31.8,40.2,25,33.7,19.5,49.7,0,0,0,,0,0,16.8,11.4,280.9,1009.2,63,6.2,268.4,23.3,9,,2020-03-10T06:39:19,2020-03-10T18:41:13,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-11,39,27,32.4,42.5,28.5,35.9,21.3,53.4,0,0,0,,0,0,17.9,17.2,287.2,1009,60.4,6.2,278.8,24.1,10,,2020-03-11T06:38:49,2020-03-11T18:41:12,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999"
abuja,2020-03-12,36,27,31.4,39.8,29.4,34.2,21.2,56.2,0.3,100,4.17,rain,0,0,14.3,15,248,1010,57.1,6.2,182.7,16,6,,2020-03-12T06:38:17,2020-03-12T18:41:11,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-13,36,25,30.3,36.8,25,30.2,15,41.7,0,0,0,,0,0,15.9,9.2,10.6,1010.8,50.8,2.8,275.9,23.8,10,,2020-03-13T06:37:46,2020-03-13T18:41:09,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-14,37,23,30,34.4,23,28.7,6.8,25.4,0,0,0,,0,0,13.9,9.2,345.1,1011,28.1,2.2,299.6,25.8,10,,2020-03-14T06:37:14,2020-03-14T18:41:08,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-15,38,21,29.5,35.7,21,28.3,7.8,28.2,0,0,0,,0,0,19,10.3,109.2,1010.7,14.1,2.2,308.1,26.5,10,,2020-03-15T06:36:42,2020-03-15T18:41:06,0.7,Clear,Clear conditions throughout the day.,clear-day,"65125099999,DNAA,65112599999"
abuja,2020-03-16,38,22.6,30.6,38.1,22.6,30.5,12.9,34.6,0,0,0,,0,0,15.4,51.9,172.6,1009.9,17.4,3,301.2,26,10,,2020-03-16T06:36:10,2020-03-16T18:41:04,0.75,Clear,Clear conditions throughout the day.,wind,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-17,38,24,31.6,42.3,24,33.1,17.1,42.5,0,0,0,,0,0,15.9,9.2,169.4,1009.9,36.4,4,278,23.9,9,,2020-03-17T06:35:38,2020-03-17T18:41:02,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-18,37.9,28,32.6,42.2,28.9,35.5,20.4,49.4,0,0,0,,0,0,15.7,8.1,232.5,1010.3,51.2,5.2,268.4,23.3,9,,2020-03-18T06:35:05,2020-03-18T18:40:59,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999"
abuja,2020-03-19,35.1,27,30.5,40.6,28.8,32.8,20.3,55.5,0.1,100,4.17,rain,0,0,15.2,14,70.4,1010.3,67.5,6.2,263.8,22.8,9,,2020-03-19T06:34:32,2020-03-19T18:40:57,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-20,37,24.9,30.8,39.3,24.9,32.6,19.8,53.8,0.1,100,4.17,rain,0,0,17.7,12.8,294.7,1010.8,65.2,6.2,262.4,22.7,9,,2020-03-20T06:33:59,2020-03-20T18:40:54,0.87,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-21,37,26,31.1,40.1,26,33.7,21,56.7,0.1,100,4.17,rain,0,0,16.8,10.3,263.6,1009.8,74.3,6.2,259.3,22.3,9,,2020-03-21T06:33:26,2020-03-21T18:40:51,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65125099999,DNAA,remote,65112599999"
abuja,2020-03-22,37,24,30.7,42.1,24,33.9,21.9,61.2,0.5,100,8.33,rain,0,0,31.1,17.2,209.9,1010.1,73.3,6.2,256.3,22.3,9,,2020-03-22T06:32:53,2020-03-22T18:40:49,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2020-03-23,35,25,29.6,40.6,25,32.9,23.1,70,5,100,4.17,rain,0,0,17.9,17.2,232.3,1010.4,66.6,6.2,230.2,19.8,9,,2020-03-23T06:32:20,2020-03-23T18:40:46,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65125099999,DNAA,remote,65112599999"
abuja,2020-03-24,34,23,27.7,36.5,23,28.8,20.7,67.6,1,100,25,rain,0,0,14.1,11.4,262.9,1011.1,81,6.2,155.3,13.4,6,,2020-03-24T06:31:47,2020-03-24T18:40:43,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999,remote"
